paper_id,title,year,field,citations,authors,journal_impact,country,open_access
P1061,New Methods in Physics 39,2016,Physics,41.0,10,10.31,China,False
P1062,Advances in Physics 58,2023,Physics,82.0,10,11.61,Canada,True
P1063,A Study of Computer Science Trends 45,2011,Computer Science,29.0,4,4.62,China,False
P1064,The Future of Biology 57,2013,Biology,10.0,10,1.39,Japan,True
P1065,The Future of Economics 100,2018,Economics,10.0,4,9.06,Canada,True
P1066,New Methods in Chemistry 27,2023,Chemistry,26.0,4,2.36,Canada,True
P1067,Challenges in Biology 91,2021,Biology,5.0,1,5.81,Australia,True
P1068,A Review of Computer Science Literature 22,2021,Computer Science,2.0,6,12.24,Germany,True
P1069,Impact of Chemistry on Society 27,2022,Chemistry,8.0,2,8.97,France,True
P1070,New Methods in Medicine 8,2016,Medicine,6.0,8,11.6,Japan,True
P1071,Challenges in Computer Science 69,2020,Computer Science,7.0,3,9.56,Brazil,False
P1072,A Study of Economics Trends 77,2023,Economics,5.0,9,6.02,UK,False
P1073,Experimental Medicine 22,2011,Medicine,0.0,10,6.71,Germany,False
P1074,Challenges in Medicine 91,2021,Medicine,0.0,8,14.88,UK,False
P1075,A Study of Computer Science Trends 38,2020,Computer Science,87.0,6,6.47,Japan,False
P1076,A Study of Economics Trends 66,2012,Economics,11.0,3,1.32,India,True
P1077,The Future of Chemistry 18,2010,Chemistry,9.0,7,4.04,Brazil,False
P1078,A Review of Medicine Literature 8,2017,Medicine,22.0,8,3.9,France,True
P1079,A Study of Computer Science Trends 84,2021,Computer Science,4.0,8,5.03,China,False
P1080,Impact of Computer Science on Society 90,2015,Computer Science,59.0,3,1.73,Australia,True
P1081,Impact of Chemistry on Society 32,2010,Chemistry,30.0,3,10.48,USA,False
P1082,Impact of Economics on Society 92,2011,Economics,1.0,4,13.1,India,True
P1083,Challenges in Computer Science 32,2011,Computer Science,10.0,4,2.16,Brazil,True
P1084,A Review of Computer Science Literature 63,2010,Computer Science,42.0,1,2.96,Australia,False
P1085,Impact of Computer Science on Society 74,2012,Computer Science,57.0,7,8.31,France,True
P1086,A Study of Biology Trends 81,2022,Biology,12.0,1,,Canada,True
P1087,A Review of Physics Literature 49,2014,Physics,19.0,5,10.04,India,False
P1088,Empirical Analysis of Chemistry 10,2018,Chemistry,3.0,7,6.63,India,True
P1089,The Future of Biology 52,2011,Biology,94.0,4,7.96,Canada,True
P1090,Experimental Computer Science 96,2019,Computer Science,5.0,4,,Canada,False
P1091,A Study of Physics Trends 89,2023,Physics,57.0,4,0.8,France,False
P1092,Challenges in Chemistry 59,2013,Chemistry,20.0,2,7.31,India,False
P1093,Empirical Analysis of Medicine 42,2014,Medicine,18.0,3,0.82,France,False
P1094,Advances in Sociology 100,2016,Sociology,14.0,8,5.09,Japan,False
P1095,The Future of Chemistry 94,2016,Chemistry,5.0,10,8.77,Canada,True
P1096,Empirical Analysis of Biology 82,2017,Biology,3.0,8,5.18,USA,True
P1097,Challenges in Biology 9,2020,Biology,4.0,6,,Germany,False
P1098,Experimental Biology 51,2016,Biology,4.0,8,7.58,India,False
P1099,New Methods in Chemistry 55,2016,Chemistry,30.0,4,10.52,China,True
P1100,New Methods in Economics 64,2015,Economics,8.0,7,,Japan,False
P1101,A Study of Computer Science Trends 42,2010,Computer Science,1.0,7,7.7,UK,True
P1102,A Study of Chemistry Trends 44,2016,Chemistry,69.0,1,12.27,France,True
P1103,Experimental Medicine 74,2020,Medicine,43.0,10,10.18,UK,True
P1104,Impact of Sociology on Society 73,2011,Sociology,52.0,7,2.92,Japan,False
P1105,Empirical Analysis of Medicine 44,2018,Medicine,,6,4.84,Brazil,False
P1106,Advances in Medicine 6,2010,Medicine,3.0,7,14.56,Brazil,True
P1107,The Future of Computer Science 81,2020,Computer Science,,10,3.43,Brazil,True
P1108,Empirical Analysis of Physics 3,2021,Physics,28.0,10,,UK,False
P1109,The Future of Sociology 21,2019,Sociology,23.0,10,14.62,Japan,True
P1110,Empirical Analysis of Biology 59,2011,Biology,3.0,9,1.59,China,True
P1111,Advances in Computer Science 55,2022,Computer Science,33.0,9,12.83,UK,True
P1112,New Methods in Biology 89,2021,Biology,,1,3.6,UK,True
P1113,Impact of Computer Science on Society 84,2019,Computer Science,5.0,9,,UK,True
P1114,A Study of Biology Trends 21,2010,Biology,15.0,2,4.81,France,False
P1115,A Study of Computer Science Trends 12,2021,Computer Science,17.0,8,8.82,USA,True
P1116,Challenges in Physics 33,2023,Physics,17.0,8,12.17,Brazil,True
P1117,The Future of Chemistry 48,2011,Chemistry,1.0,1,9.56,China,True
P1118,Impact of Medicine on Society 7,2015,Medicine,41.0,4,14.39,France,True
P1119,A Review of Biology Literature 81,2018,Biology,6.0,9,10.91,China,False
P1120,A Study of Computer Science Trends 93,2011,Computer Science,2.0,9,8.88,France,True
P1121,New Methods in Physics 55,2014,Physics,43.0,7,9.08,Japan,True
P1122,The Future of Physics 91,2022,Physics,62.0,1,4.46,Japan,False
P1123,The Future of Medicine 1,2020,Medicine,39.0,9,8.71,Japan,True
P1124,New Methods in Computer Science 62,2014,Computer Science,33.0,7,8.2,China,True
P1125,The Future of Chemistry 17,2019,Chemistry,21.0,9,6.69,Australia,False
P1126,New Methods in Biology 67,2011,Biology,16.0,1,5.54,Germany,True
P1127,Empirical Analysis of Chemistry 2,2014,Chemistry,1.0,4,1.61,Brazil,False
P1128,Advances in Sociology 90,2022,Sociology,10.0,5,12.44,Japan,True
P1129,Challenges in Sociology 16,2017,Sociology,9.0,8,7.82,USA,False
P1130,A Review of Economics Literature 89,2016,Economics,6.0,7,,Japan,False
P1131,Impact of Physics on Society 62,2016,Physics,25.0,5,10.12,Japan,False
P1132,The Future of Sociology 30,2023,Sociology,13.0,5,5.04,France,True
P1133,A Review of Physics Literature 12,2020,Physics,,8,6.51,Canada,False
P1134,The Future of Medicine 14,2010,Medicine,4.0,3,4.14,Canada,False
P1135,Challenges in Computer Science 48,2017,Computer Science,22.0,7,7.97,Australia,False
P1136,A Study of Economics Trends 18,2012,Economics,1.0,5,,USA,True
P1137,A Review of Economics Literature 100,2018,Economics,38.0,10,8.44,India,True
P1138,Impact of Economics on Society 83,2013,Economics,13.0,1,13.27,Brazil,False
P1139,Impact of Computer Science on Society 9,2012,Computer Science,13.0,9,9.6,Germany,False
P1140,Experimental Biology 73,2021,Biology,17.0,3,7.99,Canada,True
P1141,Advances in Physics 79,2016,Physics,34.0,8,3.2,China,True
P1142,Impact of Computer Science on Society 57,2022,Computer Science,8.0,8,7.74,China,True
P1143,Challenges in Sociology 93,2022,Sociology,22.0,2,10.08,China,False
P1144,New Methods in Economics 81,2023,Economics,16.0,9,12.45,India,False
P1145,Impact of Physics on Society 53,2018,Physics,,2,14.1,China,True
P1146,Empirical Analysis of Sociology 28,2014,Sociology,42.0,3,4.39,Brazil,False
P1147,The Future of Physics 13,2020,Physics,31.0,10,9.75,Australia,True
P1148,Impact of Economics on Society 97,2012,Economics,21.0,9,12.23,Brazil,True
P1149,The Future of Economics 76,2014,Economics,38.0,3,12.87,India,False
P1150,A Review of Physics Literature 45,2020,Physics,40.0,7,13.65,India,True
P1151,A Review of Medicine Literature 41,2022,Medicine,24.0,7,14.05,France,True
P1152,Impact of Chemistry on Society 32,2023,Chemistry,36.0,6,,UK,True
P1153,A Study of Chemistry Trends 83,2021,Chemistry,23.0,8,1.37,France,True
P1154,The Future of Physics 32,2020,Physics,22.0,1,3.41,China,True
P1155,Experimental Biology 77,2015,Biology,19.0,3,7.21,Canada,True
P1156,A Study of Biology Trends 100,2010,Biology,27.0,8,,Canada,False
P1157,Advances in Sociology 85,2018,Sociology,3.0,10,11.32,China,False
P1158,A Study of Medicine Trends 27,2023,Medicine,42.0,4,11.6,India,True
P1159,Experimental Computer Science 78,2018,Computer Science,41.0,8,12.74,India,False
P1160,Experimental Physics 25,2012,Physics,0.0,2,6.45,Brazil,False
P1161,A Review of Biology Literature 38,2011,Biology,34.0,5,12.97,USA,False
P1162,Advances in Physics 31,2010,Physics,2.0,6,13.71,France,False
P1163,Empirical Analysis of Medicine 50,2010,Medicine,8.0,3,9.69,Germany,True
P1164,The Future of Sociology 31,2019,Sociology,27.0,2,12.77,Australia,False
P1165,Empirical Analysis of Economics 82,2019,Economics,3.0,2,4.37,Germany,True
P1166,The Future of Medicine 68,2016,Medicine,34.0,2,4.66,Japan,True
P1167,Advances in Medicine 47,2018,Medicine,35.0,8,2.83,USA,True
P1168,Challenges in Sociology 17,2018,Sociology,14.0,6,10.46,India,True
P1169,A Review of Medicine Literature 73,2011,Medicine,0.0,2,3.92,France,False
P1170,A Review of Biology Literature 47,2014,Biology,6.0,9,3.96,France,True
P1171,Experimental Sociology 88,2013,Sociology,19.0,7,2.67,China,True
P1172,Impact of Medicine on Society 98,2021,Medicine,79.0,9,0.9,Canada,True
P1173,Empirical Analysis of Economics 99,2021,Economics,19.0,10,12.06,Canada,False
P1174,The Future of Economics 3,2021,Economics,6.0,3,5.0,Canada,True
P1175,The Future of Economics 2,2015,Economics,20.0,7,7.54,Brazil,False
P1176,A Study of Computer Science Trends 28,2013,Computer Science,15.0,9,14.87,Japan,True
P1177,Advances in Sociology 8,2016,Sociology,30.0,7,6.62,France,False
P1178,A Review of Medicine Literature 65,2020,Medicine,2.0,1,13.63,Australia,False
P1179,A Study of Economics Trends 81,2023,Economics,28.0,3,3.43,USA,True
P1180,Experimental Computer Science 99,2018,Computer Science,15.0,6,4.45,Australia,False
P1181,A Review of Medicine Literature 55,2012,Medicine,65.0,10,0.92,USA,True
P1182,A Review of Medicine Literature 11,2012,Medicine,8.0,3,11.95,Germany,True
P1183,Experimental Physics 69,2012,Physics,,3,4.53,Germany,False
P1184,Impact of Medicine on Society 36,2013,Medicine,53.0,3,8.49,France,False
P1185,The Future of Chemistry 40,2019,Chemistry,2.0,3,9.84,Australia,False
P1186,The Future of Physics 66,2023,Physics,,1,1.11,Australia,True
P1187,New Methods in Sociology 20,2014,Sociology,23.0,7,10.98,Australia,True
P1188,Experimental Biology 42,2013,Biology,1.0,5,11.84,Australia,True
P1189,A Review of Chemistry Literature 76,2011,Chemistry,7.0,5,1.3,Canada,False
P1190,The Future of Biology 40,2012,Biology,24.0,8,13.5,Canada,False
P1191,A Review of Computer Science Literature 94,2020,Computer Science,1.0,5,5.05,China,False
P1192,New Methods in Chemistry 8,2022,Chemistry,17.0,3,4.82,Canada,False
P1193,New Methods in Physics 12,2019,Physics,,2,1.42,UK,False
P1194,A Review of Biology Literature 15,2023,Biology,19.0,3,14.35,Brazil,True
P1195,Empirical Analysis of Biology 79,2010,Biology,0.0,4,13.5,Canada,True
P1196,Advances in Biology 40,2023,Biology,41.0,1,10.24,China,False
P1197,Impact of Medicine on Society 16,2022,Medicine,72.0,10,,India,True
P1198,Advances in Physics 91,2018,Physics,69.0,5,6.25,UK,False
P1199,Impact of Biology on Society 90,2017,Biology,27.0,1,12.68,France,False
P1200,Advances in Physics 21,2020,Physics,2.0,8,12.72,Australia,False
P1201,Empirical Analysis of Economics 45,2018,Economics,28.0,8,3.92,India,False
P1202,Experimental Economics 67,2011,Economics,0.0,8,8.78,Japan,True
P1203,A Study of Chemistry Trends 22,2014,Chemistry,0.0,9,7.75,UK,False
P1204,Challenges in Medicine 17,2020,Medicine,,1,2.25,Germany,False
P1205,A Study of Economics Trends 94,2011,Economics,13.0,10,10.13,UK,False
P1206,The Future of Computer Science 99,2014,Computer Science,29.0,8,8.92,Brazil,False
P1207,Advances in Physics 43,2011,Physics,22.0,4,11.74,Germany,True
P1208,A Review of Biology Literature 35,2013,Biology,11.0,4,8.12,USA,False
P1209,Experimental Computer Science 9,2021,Computer Science,,10,7.7,Australia,False
P1210,A Study of Chemistry Trends 92,2019,Chemistry,117.0,8,,India,False
P1211,The Future of Computer Science 64,2017,Computer Science,11.0,8,9.2,USA,True
P1212,Empirical Analysis of Chemistry 66,2015,Chemistry,12.0,7,11.71,Germany,True
P1213,Challenges in Sociology 8,2015,Sociology,3.0,8,5.04,China,True
P1214,Empirical Analysis of Economics 73,2012,Economics,31.0,2,12.57,UK,True
P1215,Impact of Physics on Society 48,2020,Physics,,10,11.19,Canada,True
P1216,Impact of Chemistry on Society 33,2020,Chemistry,4.0,10,12.18,Japan,True
P1217,The Future of Biology 74,2013,Biology,1.0,1,,China,False
P1218,The Future of Computer Science 30,2011,Computer Science,22.0,4,14.06,China,False
P1219,Experimental Sociology 1,2014,Sociology,21.0,9,3.66,Japan,True
P1220,Advances in Sociology 2,2019,Sociology,,5,2.05,Brazil,False
P1221,New Methods in Chemistry 6,2011,Chemistry,60.0,10,3.6,UK,True
P1222,Empirical Analysis of Medicine 47,2013,Medicine,3.0,9,4.48,India,True
P1223,A Review of Chemistry Literature 20,2015,Chemistry,11.0,4,6.42,USA,False
P1224,Impact of Sociology on Society 5,2017,Sociology,57.0,1,13.01,France,False
P1225,Experimental Biology 92,2017,Biology,10.0,3,1.31,Brazil,True
P1226,A Review of Economics Literature 29,2015,Economics,20.0,3,8.24,USA,False
P1227,Challenges in Physics 32,2019,Physics,10.0,1,10.64,Germany,False
P1228,A Review of Medicine Literature 93,2020,Medicine,6.0,6,2.14,France,False
P1229,Challenges in Biology 35,2014,Biology,82.0,1,8.41,Canada,False
P1230,The Future of Chemistry 74,2021,Chemistry,10.0,3,7.39,Canada,True
P1231,Challenges in Biology 16,2019,Biology,44.0,1,4.07,Germany,True
P1232,Experimental Computer Science 87,2012,Computer Science,5.0,10,4.53,UK,True
P1233,Advances in Sociology 23,2019,Sociology,4.0,10,11.87,Germany,True
P1234,New Methods in Biology 67,2019,Biology,0.0,5,2.6,Brazil,False
P1235,Advances in Physics 52,2015,Physics,21.0,6,,Canada,False
P1236,The Future of Physics 60,2022,Physics,9.0,2,5.83,India,True
P1237,A Study of Biology Trends 100,2015,Biology,39.0,1,,UK,False
P1238,A Study of Sociology Trends 42,2016,Sociology,12.0,2,9.86,Canada,False
P1239,The Future of Computer Science 71,2012,Computer Science,68.0,7,13.63,China,True
P1240,Empirical Analysis of Medicine 2,2010,Medicine,4.0,3,1.0,Germany,False
P1241,Challenges in Chemistry 26,2015,Chemistry,40.0,3,11.22,China,False
P1242,A Study of Sociology Trends 73,2013,Sociology,29.0,5,12.08,Japan,False
P1243,A Study of Medicine Trends 95,2022,Medicine,29.0,10,1.29,Canada,True
P1244,New Methods in Computer Science 60,2013,Computer Science,37.0,10,13.8,India,False
P1245,Challenges in Economics 76,2021,Economics,28.0,10,10.24,Germany,True
P1246,Empirical Analysis of Physics 99,2021,Physics,19.0,9,4.17,Australia,False
P1247,New Methods in Economics 94,2020,Economics,2.0,3,6.08,Australia,False
P1248,Experimental Chemistry 98,2016,Chemistry,0.0,8,9.76,Japan,True
P1249,New Methods in Computer Science 20,2014,Computer Science,50.0,10,10.66,Australia,True
P1250,Advances in Chemistry 53,2023,Chemistry,19.0,6,13.6,China,False
P1251,Advances in Economics 30,2015,Economics,31.0,1,10.44,Brazil,True
P1252,Experimental Computer Science 45,2012,Computer Science,13.0,2,,India,True
P1253,Advances in Medicine 43,2020,Medicine,2.0,5,3.93,Japan,False
P1254,Advances in Medicine 98,2021,Medicine,2.0,6,6.91,China,True
P1255,A Review of Economics Literature 95,2015,Economics,23.0,6,0.61,USA,False
P1256,A Study of Economics Trends 14,2017,Economics,11.0,7,14.43,Germany,True
P1257,New Methods in Physics 68,2017,Physics,4.0,2,13.95,India,False
P1258,New Methods in Medicine 54,2017,Medicine,13.0,7,13.81,UK,False
P1259,Empirical Analysis of Physics 8,2015,Physics,1.0,9,4.86,Canada,False
P1260,Impact of Economics on Society 92,2022,Economics,17.0,2,14.08,Australia,True
P1261,A Study of Chemistry Trends 12,2014,Chemistry,6.0,5,11.47,China,True
P1262,Advances in Computer Science 30,2017,Computer Science,,8,4.81,Brazil,True
P1263,Experimental Medicine 53,2018,Medicine,7.0,3,12.96,France,True
P1264,Challenges in Computer Science 59,2011,Computer Science,12.0,2,2.82,Australia,False
P1265,The Future of Physics 75,2012,Physics,0.0,5,6.86,India,False
P1266,The Future of Physics 65,2020,Physics,1.0,6,5.1,India,False
P1267,Impact of Biology on Society 82,2019,Biology,9.0,9,12.28,India,True
P1268,A Review of Chemistry Literature 10,2011,Chemistry,13.0,7,,Australia,True
P1269,Advances in Sociology 56,2023,Sociology,18.0,9,11.95,USA,True
P1270,Impact of Sociology on Society 31,2014,Sociology,6.0,4,4.47,UK,True
P1271,A Study of Medicine Trends 34,2023,Medicine,23.0,4,1.66,Japan,False
P1272,Challenges in Medicine 51,2023,Medicine,39.0,10,11.8,India,False
P1273,Challenges in Physics 41,2012,Physics,30.0,1,7.63,France,True
P1274,Empirical Analysis of Sociology 35,2018,Sociology,0.0,2,11.19,Japan,False
P1275,New Methods in Chemistry 10,2013,Chemistry,13.0,10,13.93,Canada,False
P1276,New Methods in Sociology 18,2014,Sociology,2.0,9,5.32,Australia,False
P1277,The Future of Computer Science 20,2021,Computer Science,,2,6.62,Germany,True
P1278,The Future of Medicine 22,2020,Medicine,86.0,8,13.82,Canada,False
P1279,Empirical Analysis of Physics 60,2011,Physics,3.0,10,1.96,China,True
P1280,Challenges in Sociology 53,2021,Sociology,13.0,5,2.82,Germany,True
P1281,The Future of Sociology 69,2011,Sociology,,7,4.28,Australia,True
P1282,Challenges in Biology 99,2010,Biology,24.0,10,1.46,Canada,False
P1283,New Methods in Economics 58,2023,Economics,16.0,6,6.6,India,False
P1284,A Study of Medicine Trends 60,2018,Medicine,0.0,5,,Canada,False
P1285,A Study of Chemistry Trends 16,2020,Chemistry,7.0,9,8.44,Germany,True
P1286,The Future of Economics 21,2010,Economics,14.0,10,5.24,Australia,True
P1287,A Study of Computer Science Trends 91,2023,Computer Science,1.0,10,10.58,UK,False
P1288,Advances in Biology 28,2019,Biology,8.0,6,11.55,Canada,False
P1289,Challenges in Medicine 19,2019,Medicine,0.0,3,9.8,USA,False
P1290,The Future of Economics 92,2016,Economics,1.0,10,3.16,China,False
P1291,New Methods in Chemistry 46,2022,Chemistry,10.0,10,6.93,Germany,True
P1292,A Review of Sociology Literature 66,2019,Sociology,2.0,8,,Japan,False
P1293,Advances in Economics 87,2013,Economics,16.0,9,0.54,Brazil,False
P1294,A Study of Physics Trends 34,2010,Physics,23.0,8,3.4,Japan,False
P1295,Impact of Economics on Society 4,2018,Economics,32.0,8,4.93,UK,True
P1296,A Review of Computer Science Literature 58,2014,Computer Science,4.0,3,8.85,China,True
P1297,Experimental Economics 96,2018,Economics,3.0,10,2.11,India,True
P1298,Experimental Computer Science 32,2018,Computer Science,2.0,4,4.12,Canada,True
P1299,The Future of Computer Science 60,2017,Computer Science,20.0,5,10.85,Brazil,False
P1300,The Future of Chemistry 18,2020,Chemistry,24.0,4,11.63,UK,False
P1301,The Future of Physics 2,2022,Physics,0.0,1,9.91,France,True
P1302,Advances in Sociology 100,2012,Sociology,55.0,2,2.39,UK,True
P1303,New Methods in Biology 17,2015,Biology,1.0,1,9.11,UK,False
P1304,New Methods in Computer Science 52,2016,Computer Science,15.0,8,6.45,Brazil,True
P1305,Challenges in Economics 88,2013,Economics,24.0,2,14.12,France,False
P1306,The Future of Chemistry 75,2022,Chemistry,40.0,4,7.05,Canada,False
P1307,A Study of Economics Trends 10,2019,Economics,25.0,10,13.17,India,True
P1308,Advances in Computer Science 9,2021,Computer Science,32.0,7,2.44,Germany,False
P1309,New Methods in Chemistry 83,2023,Chemistry,8.0,7,3.02,Japan,False
P1310,Empirical Analysis of Economics 17,2014,Economics,33.0,1,9.1,China,True
P1311,The Future of Sociology 43,2012,Sociology,1.0,6,5.25,Brazil,False
P1312,The Future of Sociology 6,2017,Sociology,45.0,6,4.59,USA,True
P1313,Empirical Analysis of Medicine 7,2018,Medicine,15.0,9,1.72,India,False
P1314,Impact of Physics on Society 74,2018,Physics,33.0,4,5.83,USA,True
P1315,A Review of Economics Literature 93,2011,Economics,12.0,1,6.21,UK,True
P1316,A Review of Physics Literature 64,2016,Physics,20.0,4,5.97,India,True
P1317,Advances in Computer Science 49,2015,Computer Science,14.0,5,12.6,Canada,True
P1318,A Review of Computer Science Literature 23,2018,Computer Science,,5,,France,False
P1319,Challenges in Computer Science 28,2010,Computer Science,,2,0.8,Canada,True
P1320,Impact of Physics on Society 36,2020,Physics,1.0,5,0.83,China,False
P1321,A Study of Sociology Trends 58,2013,Sociology,5.0,5,8.6,Canada,True
P1322,Impact of Economics on Society 5,2023,Economics,3.0,9,9.37,USA,False
P1323,New Methods in Sociology 83,2022,Sociology,41.0,9,3.82,USA,True
P1324,A Study of Medicine Trends 64,2019,Medicine,4.0,6,1.79,Japan,True
P1325,A Review of Sociology Literature 71,2020,Sociology,74.0,1,7.21,UK,True
P1326,Empirical Analysis of Physics 8,2012,Physics,8.0,2,4.3,Germany,False
P1327,The Future of Chemistry 36,2022,Chemistry,4.0,6,,France,False
P1328,A Review of Sociology Literature 18,2018,Sociology,31.0,6,1.22,India,True
P1329,A Review of Medicine Literature 26,2012,Medicine,21.0,7,9.46,India,False
P1330,Experimental Economics 32,2017,Economics,,10,9.21,India,False
P1331,Experimental Economics 3,2012,Economics,16.0,10,2.66,UK,True
P1332,A Review of Physics Literature 92,2012,Physics,25.0,1,14.39,UK,False
P1333,Challenges in Biology 62,2019,Biology,5.0,3,2.97,Brazil,False
P1334,Experimental Medicine 63,2019,Medicine,112.0,4,8.73,China,False
P1335,Challenges in Computer Science 73,2020,Computer Science,73.0,6,0.7,India,False
P1336,Experimental Medicine 42,2023,Medicine,21.0,6,,Germany,False
P1337,A Review of Sociology Literature 35,2012,Sociology,4.0,8,11.71,India,False
P1338,Impact of Economics on Society 4,2021,Economics,,8,13.96,Japan,False
P1339,Challenges in Chemistry 77,2021,Chemistry,1.0,1,12.5,Germany,False
P1340,New Methods in Economics 4,2017,Economics,0.0,3,7.67,Germany,True
P1341,A Study of Sociology Trends 8,2015,Sociology,5.0,8,3.76,USA,True
P1342,Empirical Analysis of Physics 68,2010,Physics,12.0,3,,Australia,False
P1343,Challenges in Biology 99,2013,Biology,40.0,8,14.22,UK,False
P1344,New Methods in Computer Science 21,2022,Computer Science,25.0,9,12.29,Germany,False
P1345,The Future of Medicine 32,2017,Medicine,27.0,6,4.36,Japan,True
P1346,New Methods in Biology 35,2013,Biology,11.0,8,11.32,UK,True
P1347,Experimental Computer Science 95,2011,Computer Science,8.0,7,6.04,Brazil,False
P1348,Advances in Economics 98,2014,Economics,9.0,1,6.75,Canada,False
P1349,New Methods in Chemistry 74,2015,Chemistry,87.0,9,3.5,Germany,False
P1350,A Review of Economics Literature 46,2013,Economics,0.0,5,3.63,UK,False
P1351,Impact of Physics on Society 23,2010,Physics,40.0,10,12.45,USA,False
P1352,New Methods in Physics 76,2020,Physics,17.0,6,11.04,Japan,True
P1353,Challenges in Chemistry 95,2013,Chemistry,11.0,9,3.25,Germany,True
P1354,Challenges in Medicine 76,2018,Medicine,25.0,9,3.12,India,True
P1355,Advances in Sociology 91,2022,Sociology,13.0,1,11.99,France,True
P1356,Challenges in Biology 73,2015,Biology,41.0,4,0.92,Germany,True
P1357,Impact of Chemistry on Society 73,2016,Chemistry,46.0,10,14.65,China,False
P1358,New Methods in Biology 64,2017,Biology,,6,3.91,USA,True
P1359,Experimental Computer Science 40,2017,Computer Science,,6,7.04,Brazil,False
P1360,Impact of Medicine on Society 63,2010,Medicine,17.0,2,4.1,China,True
P1361,Advances in Physics 12,2010,Physics,48.0,3,,India,False
P1362,Advances in Medicine 30,2020,Medicine,4.0,5,9.88,USA,True
P1363,New Methods in Economics 3,2015,Economics,19.0,1,1.74,Brazil,False
P1364,Experimental Physics 62,2011,Physics,19.0,6,7.3,UK,False
P1365,Advances in Biology 43,2021,Biology,26.0,7,13.14,Canada,True
P1366,New Methods in Sociology 17,2018,Sociology,2.0,9,14.63,Japan,True
P1367,Challenges in Physics 92,2020,Physics,25.0,3,6.26,India,False
P1368,Impact of Economics on Society 42,2023,Economics,47.0,10,3.58,USA,False
P1369,Advances in Physics 3,2014,Physics,3.0,10,6.06,Australia,True
P1370,Impact of Chemistry on Society 76,2023,Chemistry,5.0,7,6.64,USA,True
P1371,Impact of Sociology on Society 100,2021,Sociology,71.0,3,9.16,USA,False
P1372,The Future of Biology 68,2014,Biology,3.0,10,1.56,Canada,True
P1373,Challenges in Economics 10,2019,Economics,38.0,2,,China,False
P1374,Challenges in Chemistry 91,2018,Chemistry,13.0,5,1.26,China,False
P1375,A Review of Computer Science Literature 76,2019,Computer Science,5.0,6,14.0,France,False
P1376,The Future of Medicine 44,2012,Medicine,40.0,1,7.33,China,False
P1377,A Study of Chemistry Trends 42,2016,Chemistry,11.0,5,5.64,China,True
P1378,Impact of Computer Science on Society 21,2020,Computer Science,14.0,7,9.29,UK,False
P1379,A Review of Economics Literature 82,2016,Economics,8.0,2,10.23,USA,True
P1380,Empirical Analysis of Sociology 84,2015,Sociology,17.0,8,12.13,Canada,False
P1381,Challenges in Economics 23,2019,Economics,3.0,4,,USA,False
P1382,Experimental Economics 89,2020,Economics,9.0,6,,USA,False
P1383,Challenges in Biology 29,2023,Biology,69.0,8,0.58,France,False
P1384,Impact of Economics on Society 49,2011,Economics,5.0,5,7.82,China,False
P1385,A Study of Medicine Trends 94,2018,Medicine,21.0,4,6.02,UK,True
P1386,A Study of Biology Trends 17,2014,Biology,7.0,9,14.67,China,True
P1387,Impact of Economics on Society 94,2016,Economics,29.0,5,10.23,UK,False
P1388,Advances in Biology 90,2013,Biology,2.0,3,,Germany,True
P1389,A Review of Medicine Literature 99,2018,Medicine,70.0,2,13.44,Germany,True
P1390,Advances in Medicine 24,2016,Medicine,12.0,6,,USA,True
P1391,Challenges in Chemistry 79,2015,Chemistry,5.0,1,3.1,Canada,True
P1392,New Methods in Biology 82,2023,Biology,1.0,4,2.96,Brazil,False
P1393,The Future of Sociology 64,2023,Sociology,3.0,2,7.65,UK,False
P1394,Impact of Physics on Society 43,2015,Physics,14.0,8,,France,False
P1395,The Future of Computer Science 31,2017,Computer Science,8.0,9,7.29,France,True
P1396,Challenges in Sociology 41,2022,Sociology,35.0,1,1.8,Brazil,False
P1397,Impact of Sociology on Society 82,2017,Sociology,11.0,8,10.8,China,True
P1398,The Future of Sociology 91,2019,Sociology,5.0,9,,Australia,False
P1399,Challenges in Economics 58,2010,Economics,19.0,3,4.28,China,True
P1400,Advances in Computer Science 34,2018,Computer Science,,4,5.04,Brazil,False
P1401,New Methods in Sociology 32,2012,Sociology,3.0,6,14.69,Canada,True
P1402,The Future of Medicine 45,2017,Medicine,3.0,8,7.74,Canada,False
P1403,A Study of Computer Science Trends 14,2012,Computer Science,,9,14.61,UK,True
P1404,Advances in Sociology 7,2013,Sociology,26.0,5,4.57,China,False
P1405,A Review of Physics Literature 57,2011,Physics,21.0,6,5.73,China,True
P1406,A Review of Computer Science Literature 22,2018,Computer Science,12.0,3,6.74,UK,False
P1407,A Review of Chemistry Literature 64,2020,Chemistry,37.0,2,13.59,France,False
P1408,A Review of Computer Science Literature 45,2014,Computer Science,32.0,9,4.32,France,True
P1409,Experimental Sociology 49,2013,Sociology,17.0,3,12.53,Germany,False
P1410,The Future of Medicine 62,2012,Medicine,40.0,4,13.94,USA,True
P1411,New Methods in Medicine 21,2012,Medicine,4.0,1,,Canada,True
P1412,Empirical Analysis of Chemistry 10,2012,Chemistry,,8,,France,True
P1413,Advances in Economics 38,2015,Economics,6.0,7,2.89,USA,True
P1414,Advances in Sociology 41,2019,Sociology,1.0,9,11.18,Canada,False
P1415,A Study of Biology Trends 14,2021,Biology,15.0,2,7.62,China,False
P1416,The Future of Economics 44,2023,Economics,55.0,1,14.28,India,True
P1417,Impact of Medicine on Society 49,2011,Medicine,0.0,5,8.56,China,False
